%% LaTeX2e file `MerolegesNyomoeroCalc.dat'
%% generated by the `filecontents' environment
%% from source `tikz/main-figure4' on 2019/06/11.
%%
   x            y       F_xFL        F_xBL       F_xFR       F_xBR   F_yFL       F_yBL       F_yFR       F_yBR       F_zFL   F_zBL       F_zFR   F_zBR
   0.40000    0.60000    1.87124   -1.87124    1.26309   -1.26309   -2.80686    2.80686    2.80686   -2.80686   16.57385    1.93362   11.18735    1.30519
   0.40000    0.65000    1.87124   -1.87124    1.26309   -1.26309   -3.04077    3.04077    3.04077   -3.04077   17.95500    0.55246   12.11963    0.37291
   0.45000    0.00000    2.10515   -2.10515    1.02918   -1.02918   -0.00000    0.00000    0.00000   -0.00000    0.00000   20.82090    0.00000   10.17910
   0.45000    0.05000    2.10515   -2.10515    1.02918   -1.02918   -0.23391    0.23391    0.23391   -0.23391    1.55380   19.26710    0.75963    9.41947
   0.45000    0.10000    2.10515   -2.10515    1.02918   -1.02918   -0.46781    0.46781    0.46781   -0.46781    3.10760   17.71330    1.51927    8.65984
   0.45000    0.15000    2.10515   -2.10515    1.02918   -1.02918   -0.70172    0.70172    0.70172   -0.70172    4.66139   16.15950    2.27890    7.90020
   0.45000    0.20000    2.10515   -2.10515    1.02918   -1.02918   -0.93562    0.93562    0.93562   -0.93562    6.21519   14.60570    3.03854    7.14057
   0.45000    0.25000    2.10515   -2.10515    1.02918   -1.02918   -1.16953    1.16953    1.16953   -1.16953    7.76899   13.05190    3.79817    6.38093
   0.45000    0.30000    2.10515   -2.10515    1.02918   -1.02918   -1.40343    1.40343    1.40343   -1.40343    9.32279   11.49811    4.55781    5.62130
   0.45000    0.35000    2.10515   -2.10515    1.02918   -1.02918   -1.63734    1.63734    1.63734   -1.63734   10.87659    9.94431    5.31744    4.86166
   0.45000    0.40000    2.10515   -2.10515    1.02918   -1.02918   -1.87124    1.87124    1.87124   -1.87124   12.43039    8.39051    6.07708    4.10203
   0.45000    0.45000    2.10515   -2.10515    1.02918   -1.02918   -2.10515    2.10515    2.10515   -2.10515   13.98418    6.83671    6.83671    3.34239
   0.45000    0.50000    2.10515   -2.10515    1.02918   -1.02918   -2.33905    2.33905    2.33905   -2.33905   15.53798    5.28291    7.59635    2.58276
   0.45000    0.55000    2.10515   -2.10515    1.02918   -1.02918   -2.57296    2.57296    2.57296   -2.57296   17.09178    3.72912    8.35598    1.82312
   0.45000    0.60000    2.10515   -2.10515    1.02918   -1.02918   -2.80686    2.80686    2.80686   -2.80686   18.64558    2.17532    9.11562    1.06349
   0.45000    0.65000    2.10515   -2.10515    1.02918   -1.02918   -3.04077    3.04077    3.04077   -3.04077   20.19938    0.62152    9.87525    0.30385
   0.50000    0.00000    2.33905   -2.33905    0.79528   -0.79528   -0.00000    0.00000    0.00000   -0.00000    0.00000   23.13433    0.00000    7.86567
   0.50000    0.05000    2.33905   -2.33905    0.79528   -0.79528   -0.23391    0.23391    0.23391   -0.23391    1.72644   21.40789    0.58699    7.27868
   0.50000    0.10000    2.33905   -2.33905    0.79528   -0.79528   -0.46781    0.46781    0.46781   -0.46781    3.45288   19.68144    1.17398    6.69169
   0.50000    0.15000    2.33905   -2.33905    0.79528   -0.79528   -0.70172    0.70172    0.70172   -0.70172    5.17933   17.95500    1.76097    6.10470
   0.50000    0.20000    2.33905   -2.33905    0.79528   -0.79528   -0.93562    0.93562    0.93562   -0.93562    6.90577   16.22856    2.34796    5.51771
   0.50000    0.25000    2.33905   -2.33905    0.79528   -0.79528   -1.16953    1.16953    1.16953   -1.16953    8.63221   14.50212    2.93495    4.93072
   0.50000    0.30000    2.33905   -2.33905    0.79528   -0.79528   -1.40343    1.40343    1.40343   -1.40343   10.35865   12.77567    3.52194    4.34373
   0.50000    0.35000    2.33905   -2.33905    0.79528   -0.79528   -1.63734    1.63734    1.63734   -1.63734   12.08510   11.04923    4.10893    3.75674
   0.50000    0.40000    2.33905   -2.33905    0.79528   -0.79528   -1.87124    1.87124    1.87124   -1.87124   13.81154    9.32279    4.69592    3.16975
   0.50000    0.45000    2.33905   -2.33905    0.79528   -0.79528   -2.10515    2.10515    2.10515   -2.10515   15.53798    7.59635    5.28291    2.58276
   0.50000    0.50000    2.33905   -2.33905    0.79528   -0.79528   -2.33905    2.33905    2.33905   -2.33905   17.26442    5.86990    5.86990    1.99577
   0.50000    0.55000    2.33905   -2.33905    0.79528   -0.79528   -2.57296    2.57296    2.57296   -2.57296   18.99087    4.14346    6.45689    1.40878
   0.50000    0.60000    2.33905   -2.33905    0.79528   -0.79528   -2.80686    2.80686    2.80686   -2.80686   20.71731    2.41702    7.04389    0.82179
   0.50000    0.65000    2.33905   -2.33905    0.79528   -0.79528   -3.04077    3.04077    3.04077   -3.04077   22.44375    0.69058    7.63088    0.23480
   0.55000    0.00000    2.57296   -2.57296    0.56137   -0.56137   -0.00000    0.00000    0.00000   -0.00000    0.00000   25.44776    0.00000    5.55224
   0.55000    0.05000    2.57296   -2.57296    0.56137   -0.56137   -0.23391    0.23391    0.23391   -0.23391    1.89909   23.54867    0.41435    5.13789
   0.55000    0.10000    2.57296   -2.57296    0.56137   -0.56137   -0.46781    0.46781    0.46781   -0.46781    3.79817   21.64959    0.82869    4.72355
   0.55000    0.15000    2.57296   -2.57296    0.56137   -0.56137   -0.70172    0.70172    0.70172   -0.70172    5.69726   19.75050    1.24304    4.30920
   0.55000    0.20000    2.57296   -2.57296    0.56137   -0.56137   -0.93562    0.93562    0.93562   -0.93562    7.59635   17.85141    1.65738    3.89485
   0.55000    0.25000    2.57296   -2.57296    0.56137   -0.56137   -1.16953    1.16953    1.16953   -1.16953    9.49543   15.95233    2.07173    3.48051
   0.55000    0.30000    2.57296   -2.57296    0.56137   -0.56137   -1.40343    1.40343    1.40343   -1.40343   11.39452   14.05324    2.48608    3.06616
   0.55000    0.35000    2.57296   -2.57296    0.56137   -0.56137   -1.63734    1.63734    1.63734   -1.63734   13.29361   12.15415    2.90042    2.65182
   0.55000    0.40000    2.57296   -2.57296    0.56137   -0.56137   -1.87124    1.87124    1.87124   -1.87124   15.19269   10.25507    3.31477    2.23747
   0.55000    0.45000    2.57296   -2.57296    0.56137   -0.56137   -2.10515    2.10515    2.10515   -2.10515   17.09178    8.35598    3.72912    1.82312
   0.55000    0.50000    2.57296   -2.57296    0.56137   -0.56137   -2.33905    2.33905    2.33905   -2.33905   18.99087    6.45689    4.14346    1.40878
   0.55000    0.55000    2.57296   -2.57296    0.56137   -0.56137   -2.57296    2.57296    2.57296   -2.57296   20.88995    4.55781    4.55781    0.99443
   0.55000    0.60000    2.57296   -2.57296    0.56137   -0.56137   -2.80686    2.80686    2.80686   -2.80686   22.78904    2.65872    4.97215    0.58008
   0.55000    0.65000    2.57296   -2.57296    0.56137   -0.56137   -3.04077    3.04077    3.04077   -3.04077   24.68813    0.75963    5.38650    0.16574
   0.60000    0.00000    2.80686   -2.80686    0.32747   -0.32747   -0.00000    0.00000    0.00000   -0.00000    0.00000   27.76119    0.00000    3.23881
   0.60000    0.05000    2.80686   -2.80686    0.32747   -0.32747   -0.23391    0.23391    0.23391   -0.23391    2.07173   25.68946    0.24170    2.99710
   0.60000    0.10000    2.80686   -2.80686    0.32747   -0.32747   -0.46781    0.46781    0.46781   -0.46781    4.14346   23.61773    0.48340    2.75540
   0.60000    0.15000    2.80686   -2.80686    0.32747   -0.32747   -0.70172    0.70172    0.70172   -0.70172    6.21519   21.54600    0.72511    2.51370
   0.60000    0.20000    2.80686   -2.80686    0.32747   -0.32747   -0.93562    0.93562    0.93562   -0.93562    8.28692   19.47427    0.96681    2.27200
   0.60000    0.25000    2.80686   -2.80686    0.32747   -0.32747   -1.16953    1.16953    1.16953   -1.16953   10.35865   17.40254    1.20851    2.03030
   0.60000    0.30000    2.80686   -2.80686    0.32747   -0.32747   -1.40343    1.40343    1.40343   -1.40343   12.43039   15.33081    1.45021    1.78859
   0.60000    0.35000    2.80686   -2.80686    0.32747   -0.32747   -1.63734    1.63734    1.63734   -1.63734   14.50212   13.25908    1.69191    1.54689
   0.60000    0.40000    2.80686   -2.80686    0.32747   -0.32747   -1.87124    1.87124    1.87124   -1.87124   16.57385   11.18735    1.93362    1.30519
   0.60000    0.45000    2.80686   -2.80686    0.32747   -0.32747   -2.10515    2.10515    2.10515   -2.10515   18.64558    9.11562    2.17532    1.06349
   0.60000    0.50000    2.80686   -2.80686    0.32747   -0.32747   -2.33905    2.33905    2.33905   -2.33905   20.71731    7.04389    2.41702    0.82179
   0.60000    0.55000    2.80686   -2.80686    0.32747   -0.32747   -2.57296    2.57296    2.57296   -2.57296   22.78904    4.97215    2.65872    0.58008
   0.60000    0.60000    2.80686   -2.80686    0.32747   -0.32747   -2.80686    2.80686    2.80686   -2.80686   24.86077    2.90042    2.90042    0.33838
   0.60000    0.65000    2.80686   -2.80686    0.32747   -0.32747   -3.04077    3.04077    3.04077   -3.04077   26.93250    0.82869    3.14213    0.09668
